ID,Language_ID,Phonemic,Phonetic,Orthographic,Variants,Form_Comment,Source,Procedural_Comment,Procedural_Comment_Concept,Concept_ID
siriono1_agouti1_1,siriono1,,,<itaicu>,,(agutí),siriono1{1},,,agouti1
siriono1_agouti1_2,siriono1,,[itaíku],,,(jochi calucha),siriono1{2},,,agouti1
yuqui1_agouti1_1,yuqui1,,,<quiuchi>,,(jochi colorado),yuqui1{2: 215},,,agouti1
jora1_agouti1_1,jora1,,,<kúši>,,(Aguti),jora1{2:151},,,agouti1
warazu1_agouti1_1,warazu1,,,<akútsɨ>,,,warazu1{9},,,agouti1
omagua1_agouti1_1,omagua1,/akuti/,,,,,omagua1{1},,,agouti1
cocama_cocamilla1_agouti1_1,cocama_cocamilla1,,,<akuti>,,,cocama_cocamilla1{1},Keep: <akuti>,,agouti1
cocama_cocamilla1_agouti1_2,cocama_cocamilla1,,,<paka>,,(KLL),cocama_cocamilla1{2},Keep: <akuti>,,agouti1
tupinamba1_agouti1_1,tupinamba1,,,<acuti>,,,tupinamba1{1},,,agouti1
tapirape1_agouti1_1,tapirape1,,,<ãkoxi>,,,tapirape1{1},,,agouti1
tocantins_asurini1_agouti1_1,tocantins_asurini1,,,<akósia>,,,tocantins_asurini1{1},,,agouti1
tocantins_asurini1_agouti1_2,tocantins_asurini1,,,<akotí>,,,tocantins_asurini1{3},,,agouti1
parakana1_agouti1_1,parakana1,,,<akoxi>,,,parakana1{1},,,agouti1
canoeiro1_agouti1_1,canoeiro1,,,<akuti>,,,canoeiro1{1},,,agouti1
tembe1_agouti1_1,tembe1,,,<akuti>,,,tembe1{1},,,agouti1
guajajara1_agouti1_1,guajajara1,,,<akuxi>,,(cutia),guajajara1{1},,,agouti1
turiwara1_agouti1_1,turiwara1,No value,No value,No value,,No value,turiwara1No value,,,agouti1
anambe1_agouti1_1,anambe1,No value,No value,No value,,No value,anambe1No value,,,agouti1
arawete1_agouti1_1,arawete1,,,<akutɨ>,,,arawete1{1},,,agouti1
xingu_asurini1_agouti1_1,xingu_asurini1,,,<merĩ>,,,xingu_asurini1{2},,,agouti1
kayabi1_agouti1_1,kayabi1,,,<akusi>,,,kayabi1{1},,,agouti1
apiaka1_agouti1_1,apiaka1,,[aku'si],,~[aku'ʃi],(cotia),apiaka1{1},,,agouti1
apiaka1_agouti1_2,apiaka1,/akusí/,,,,(cutia – both spellings in same source),apiaka1{1},,,agouti1
parintintin1_agouti1_1,parintintin1,,,<akuti>,,,parintintin1{1},,,agouti1
kamayura1_agouti1_1,kamayura1,,,<akutsi>,,,kamayura1{1},,,agouti1
wayampi1_agouti1_1,wayampi1,/akusi/,,,,(Dasyprocta aguti),wayampi1{1},,,agouti1
wayampi1_agouti1_2,wayampi1,/akusiway/,,,,(Myoprocta acouchy),wayampi1{1},,,agouti1
teko1_agouti1_1,teko1,/akusi/,,,,,teko1{11},,,agouti1
urubu_kaapor1_agouti1_1,urubu_kaapor1,,[akuˈʃi],,,,urubu_kaapor1{1},,,agouti1
urubu_kaapor1_agouti1_2,urubu_kaapor1,,,<akuxi>,,,urubu_kaapor1{6: 16},,,agouti1
guaja1_agouti1_1,guaja1,,,<akučí>,,,guaja1{3},,,agouti1
aweti1_agouti1_1,aweti1,,[akuri-jɨt],,,,aweti1{1},,,agouti1
aweti1_agouti1_2,aweti1,,,<akuʐɨ>,,,aweti1{4},,,agouti1
satere_mawe1_agouti1_1,satere_mawe1,,[akuɾi],,,,satere_mawe1{1},,,agouti1
ache1_monkey1_1,ache1,/pwa/,[ɸwa.'ʔa],,,"(mono, Northem Dialect)",ache1{4},is one of them Southern dialect? - NCP,,monkey1
ache1_monkey1_2,ache1,/pwa/,[pwa.'ʔa],,,"(mono, Northem Dialect)",ache1{4},is one of them Southern dialect? - NCP,,monkey1
ache1_monkey1_3,ache1,/puaʔa/,,,,,ache1{1},is one of them Southern dialect? - NCP,,monkey1
paraguayan_guarani1_monkey1_1,paraguayan_guarani1,,,<ka'i>,,(mono),paraguayan_guarani1{Guasch1962:568},,,monkey1
kaiwa1_monkey1_1,kaiwa1,,,<kaʔi>,,,kaiwa1{1},,,monkey1
mbya_guarani1_monkey1_1,mbya_guarani1,,,<ka'i>,,,mbya_guarani1{1},,,monkey1
chiripa1_monkey1_1,chiripa1,,,<ka'ʔi>,,,chiripa1{1},,,monkey1
xeta1_monkey1_1,xeta1,No value,No value,No value,,No value,xeta1No value,,,monkey1
tapiete1_monkey1_1,tapiete1,,[mãnʃi],<manshi>,,,tapiete1{1:332},,,monkey1
eastern_bolivian_guarani1_monkey1_1,eastern_bolivian_guarani1,/kai1/,,,,,eastern_bolivian_guarani1{1},,,monkey1
guarayu1_monkey1_1,guarayu1,/'kaʔi/,,,,,guarayu1{1},,,monkey1
siriono1_monkey1_1,siriono1,,[kéĩ̯],,,"(mono martin, Cebus apella, male speak)",siriono1{2},,,monkey1
siriono1_monkey1_2,siriono1,,[keɨ],,,"(same animal, female speech)",siriono1{2},,,monkey1
yuqui1_monkey1_1,yuqui1,,,<quiãĩ>,,(monkey),yuqui1{2: 129},,,monkey1
jora1_monkey1_1,jora1,No value,No value,No value,,No value,jora1No value,,,monkey1
warazu1_monkey1_1,warazu1,,,<káʔɨ>,,,warazu1{9},,,monkey1
omagua1_monkey1_1,omagua1,/miaɾa/,,,,,omagua1{1},,,monkey1
cocama_cocamilla1_monkey1_1,cocama_cocamilla1,,,<miara>,,"(mono, término genérico)",cocama_cocamilla1{7},Keep: <kai>,,monkey1
cocama_cocamilla1_monkey1_2,cocama_cocamilla1,,,<kai>,,"(mono, nombre genérico)",cocama_cocamilla1{7},Keep: <kai>,,monkey1
tupinamba1_monkey1_1,tupinamba1,,,<caí>,,(vard. macaco),tupinamba1{2},,,monkey1
tapirape1_monkey1_1,tapirape1,,,<ka'i>,,,tapirape1{1},,,monkey1
tocantins_asurini1_monkey1_1,tocantins_asurini1,,,<kaʔi>,,,tocantins_asurini1{2},,,monkey1
parakana1_monkey1_1,parakana1,,,<e'a2>,,,parakana1{1},Keep: <ka'i>,,monkey1
parakana1_monkey1_2,parakana1,,,<ka'i>,,,parakana1{1},Keep: <ka'i>,,monkey1
canoeiro1_monkey1_1,canoeiro1,,,<kai>,,,canoeiro1{1},,,monkey1
tembe1_monkey1_1,tembe1,,,<ka'i>,,,tembe1{1},,,monkey1
guajajara1_monkey1_1,guajajara1,,,<ka'i>,,(macaco (termo genérico)),guajajara1{1},,,monkey1
guajajara1_monkey1_2,guajajara1,,,<kaʔi>,,(monkey),guajajara1{2},,,monkey1
turiwara1_monkey1_1,turiwara1,,,<kaí>,,(macaco),turiwara1{1},,,monkey1
anambe1_monkey1_1,anambe1,/kaʔɨ/,,,,,anambe1{1},,,monkey1
arawete1_monkey1_1,arawete1,No value,No value,No value,,No value,arawete1No value,,,monkey1
xingu_asurini1_monkey1_1,xingu_asurini1,,,<ka'i>,,(macaco),xingu_asurini1{1},,,monkey1
kayabi1_monkey1_1,kayabi1,,,<ka'i>,,,kayabi1{1},,,monkey1
apiaka1_monkey1_1,apiaka1,,[ka'ʔi],,,,apiaka1{1},,,monkey1
parintintin1_monkey1_1,parintintin1,,,<ka'i>,,(termo genérico),parintintin1{1},,,monkey1
kamayura1_monkey1_1,kamayura1,,,<ka'i>,,(macaco-prego),kamayura1{1},,,monkey1
wayampi1_monkey1_1,wayampi1,No value,No value,No value,,No value,wayampi1No value,,,monkey1
teko1_monkey1_1,teko1,No value,No value,No value,,No value,teko1No value,,,monkey1
urubu_kaapor1_monkey1_1,urubu_kaapor1,/makaj/,,,,,urubu_kaapor1{1},,,monkey1
urubu_kaapor1_monkey1_2,urubu_kaapor1,,,<makak>,,(o macaco),urubu_kaapor1{6:16},,,monkey1
guaja1_monkey1_1,guaja1,,,<ka'í>,,,guaja1{2},,,monkey1
aweti1_monkey1_1,aweti1,,,<kaʼjyt>,,"(esp, tmb termino general)",aweti1{8},,,monkey1
satere_mawe1_monkey1_1,satere_mawe1,No value,No value,No value,,No value,satere_mawe1No value,,,monkey1
ache1_monkey2_1,ache1,/kwaʔa/,,,,,ache1{1},,,monkey2
kaiwa1_monkey2_1,kaiwa1,,,<hasẽ>,,(choro),kaiwa1{1},,,monkey2
eastern_bolivian_guarani1_monkey2_1,eastern_bolivian_guarani1,/mači/,,,,,eastern_bolivian_guarani1{1},,,monkey2
guarayu1_monkey2_1,guarayu1,,,<uzaa>,,(ein kleines Aeffchen),guarayu1{2},,,monkey2
guarayu1_monkey2_2,guarayu1,,,<mariquinã>,,"(ein Aeffchen, das bei Nacht wandert)",guarayu1{2},,,monkey2
siriono1_monkey2_1,siriono1,,,<nguɨ>,,"(mono amarillo (chichilo), habla de los hombres)",siriono1{1},,,monkey2
siriono1_monkey2_2,siriono1,,,<isaa>,,"(mono amarillo (chichilo), habla de las mujeres)",siriono1{1},,,monkey2
siriono1_monkey2_3,siriono1,,,<nyiquina>,,"(mono cuatro ojos, habla de los hombres)",siriono1{1},,,monkey2
siriono1_monkey2_4,siriono1,,,<io>,,"(mono cuatro ojos, habla de las mujeres)",siriono1{1},,,monkey2
siriono1_monkey2_5,siriono1,,,<nyesairi>,,(mono nocturno),siriono1{1},,,monkey2
siriono1_monkey2_6,siriono1,,,<quieĩ>,,"(mono silvador, habla de los hombres)",siriono1{1},,,monkey2
siriono1_monkey2_7,siriono1,,,<quiei>,,"(mono silvador, habla de las mujeres)",siriono1{1},,,monkey2
yuqui1_monkey2_1,yuqui1,,,<equina>,,(gray monkey that lives in viny trees),yuqui1{2},,,monkey2
yuqui1_monkey2_2,yuqui1,,,<eriaguasu>,,"(ciciro monkey (male, not full grown))",yuqui1{2},,,monkey2
yuqui1_monkey2_3,yuqui1,,,<iõ>,,(brown monkey with gray tail),yuqui1{2},,,monkey2
yuqui1_monkey2_4,yuqui1,,,<io>,,(howler monkey),yuqui1{2},,,monkey2
yuqui1_monkey2_5,yuqui1,,,<isa2>,,(ciciro monkey),yuqui1{2},,,monkey2
jora1_monkey2_1,jora1,,,<díhe>,,(affe. kleine Arten),jora1{2:151},NG: Gelbaffe means yellow monkey.,,monkey2
jora1_monkey2_2,jora1,,,<kid-assou>,,(singe atèle),jora1{3: 191},NG: Gelbaffe means yellow monkey.,,monkey2
jora1_monkey2_3,jora1,,,<džá>,,(Gelbaffe),jora1{2:151},NG: Gelbaffe means yellow monkey.,,monkey2
omagua1_monkey2_1,omagua1,/kai tini/,,,,"(mono blanco, Cebus albifrons)",omagua1{1},,,monkey2
omagua1_monkey2_2,omagua1,/kai suni/,,,,"(mono negro, Cebus apella)",omagua1{1},,,monkey2
omagua1_monkey2_3,omagua1,/isa/,,,,"(pichico, Saguinus spp.)",omagua1{1},,,monkey2
omagua1_monkey2_4,omagua1,/aɾawata/,,,,"(choro, Lagothrix lagothricha)",omagua1{1},,,monkey2
omagua1_monkey2_5,omagua1,/paɾawaku/,,,,"(huapo, Pithecia spp.)",omagua1{1},,,monkey2
cocama_cocamilla1_monkey2_1,cocama_cocamilla1,,,<itsa>,,(mono pichico),cocama_cocamilla1{1},,,monkey2
cocama_cocamilla1_monkey2_2,cocama_cocamilla1,,,<kuwata>,,"(mono choro de color marrón oscuro. Es parecido al arawata 'maquisapa', la diferencia es que los brazos del mono choro no son tan largos)",cocama_cocamilla1{7},,,monkey2
cocama_cocamilla1_monkey2_3,cocama_cocamilla1,,,<parawaku pɨtani>,,"(huapo colorado, de tamaño comparable al mono pichico pero por su cerda abundante da la impresión de ser un mono grande)",cocama_cocamilla1{7},,,monkey2
tupinamba1_monkey2_1,tupinamba1,,,<mbyryqui>,,(vard. macaco),tupinamba1{2},,,monkey2
tupinamba1_monkey2_2,tupinamba1,,,<sagüí>,,(vard. macaco),tupinamba1{2},,,monkey2
tupinamba1_monkey2_3,tupinamba1,,,<sagüijuba>,,(vard. macaco),tupinamba1{2},,,monkey2
tupinamba1_monkey2_4,tupinamba1,,,<saguassu>,,(vard. macaco),tupinamba1{2},,,monkey2
tocantins_asurini1_monkey2_1,tocantins_asurini1,,,<sasó>,,(esp. de macaco),tocantins_asurini1{3},,,monkey2
tocantins_asurini1_monkey2_2,tocantins_asurini1,,,<kosio>,,,tocantins_asurini1{5},,,monkey2
tocantins_asurini1_monkey2_3,tocantins_asurini1,,,<kotiohó>,,(monkey sp.),tocantins_asurini1{3},,,monkey2
parakana1_monkey2_1,parakana1,,,<xaxo>,,(macaco sp.),parakana1{1},,,monkey2
xingu_asurini1_monkey2_1,xingu_asurini1,,,<kots̆i'o>,,(macaco),xingu_asurini1{1},,,monkey2
wayampi1_monkey2_1,wayampi1,/kaʔi/,,,,(Cebus apella),wayampi1{1},all of them species specific terms- NCP,,monkey2
wayampi1_monkey2_2,wayampi1,/kusiʔu/,,,,(Chiropotes chiropotes),wayampi1{1},all of them species specific terms- NCP,,monkey2
wayampi1_monkey2_3,wayampi1,/yaliki/,,,,(Pithecia pithecia),wayampi1{1},all of them species specific terms- NCP,,monkey2
teko1_monkey2_1,teko1,,,<kaʔi>,,(macaque),teko1{1},,,monkey2
teko1_monkey2_2,teko1,/zaɾiki/,,,,(singe sp.),teko1{11},,,monkey2
satere_mawe1_monkey2_1,satere_mawe1,/hami'ĩ/,,,,"(sagüi, tamarin)",satere_mawe1{4},,,monkey2
satere_mawe1_monkey2_2,satere_mawe1,/hanuʔa:n/,,,,(macaco-prego),satere_mawe1{4},,,monkey2
satere_mawe1_monkey2_3,satere_mawe1,/kusiu/,,,,(cuxiú; loan?),satere_mawe1{4},,,monkey2
satere_mawe1_monkey2_4,satere_mawe1,/wakiuʔi/,,,,(sp.),satere_mawe1{4},,,monkey2
ache1_howlermonkey1_1,ache1,/kraʤa/,[kra.ʤa],,,"(black howler, english translation, aloutta caraya, scientific)",ache1{4},,,howlermonkey1
paraguayan_guarani1_howlermonkey1_1,paraguayan_guarani1,,,<karaja>,,(un mono o macaco),paraguayan_guarani1{3},"don't know where second item comes from
	-Lev Michael",,howlermonkey1
paraguayan_guarani1_howlermonkey1_2,paraguayan_guarani1,,,<guarĩ>,,(mono),paraguayan_guarani1{1},"don't know where second item comes from
	-Lev Michael",,howlermonkey1
kaiwa1_howlermonkey1_1,kaiwa1,No value,No value,No value,,No value,kaiwa1No value,,,howlermonkey1
mbya_guarani1_howlermonkey1_1,mbya_guarani1,,,<karaja>,,(bugio),mbya_guarani1{1},,,howlermonkey1
chiripa1_howlermonkey1_1,chiripa1,No value,No value,No value,,No value,chiripa1No value,,,howlermonkey1
xeta1_howlermonkey1_1,xeta1,No value,No value,No value,,No value,xeta1No value,,,howlermonkey1
tapiete1_howlermonkey1_1,tapiete1,No value,No value,No value,,No value,tapiete1No value,,,howlermonkey1
eastern_bolivian_guarani1_howlermonkey1_1,eastern_bolivian_guarani1,No value,No value,No value,,No value,eastern_bolivian_guarani1No value,,,howlermonkey1
guarayu1_howlermonkey1_1,guarayu1,,,<caraya>,,(ein grosser Affe),guarayu1{2},,,howlermonkey1
siriono1_howlermonkey1_1,siriono1,,,<tendi>,,"(mono aullador, habla de hombres)",siriono1{1},,,howlermonkey1
siriono1_howlermonkey1_2,siriono1,,,<quiracha>,,"(mono aullador, habla de las mujeres)",siriono1{1},,,howlermonkey1
siriono1_howlermonkey1_3,siriono1,,[tẽ́n͡di],,,(aullador rojo Alouatta seniculus male speech),siriono1{1},,,howlermonkey1
siriono1_howlermonkey1_4,siriono1,,[kiɾát͡ʃa],,,(same animal female speech),siriono1{1},,,howlermonkey1
siriono1_howlermonkey1_5,siriono1,,[teníõ],,,(aullador negro Alouatta caraya male speech),siriono1{1},,,howlermonkey1
siriono1_howlermonkey1_6,siriono1,,[kiɾat͡ʃáõ],,,(same animal female speech),siriono1{2},,,howlermonkey1
yuqui1_howlermonkey1_1,yuqui1,,,<quiraa>,,(manechi monkey),yuqui1{1},,,howlermonkey1
yuqui1_howlermonkey1_2,yuqui1,,,<io>,,(howler monkey),yuqui1{2},,,howlermonkey1
jora1_howlermonkey1_1,jora1,No value,No value,No value,,No value,jora1No value,,,howlermonkey1
warazu1_howlermonkey1_1,warazu1,,,<karáða>,,(howler monkey),warazu1{9},,,howlermonkey1
omagua1_howlermonkey1_1,omagua1,/akɨkɨ/,,,,"(howler monkey, Alouatta seniculus)",omagua1{1},,,howlermonkey1
cocama_cocamilla1_howlermonkey1_1,cocama_cocamilla1,,,<akɨkɨ>,,"(coto, especie de mono grande de pelaje colorado y cola larga)",cocama_cocamilla1{7},,,howlermonkey1
tupinamba1_howlermonkey1_1,tupinamba1,,,<guariba>,,(vard. macaco),tupinamba1{2},,,howlermonkey1
tupinamba1_howlermonkey1_2,tupinamba1,,,<aquyquy>,,(vard. macaco),tupinamba1{2},,,howlermonkey1
tapirape1_howlermonkey1_1,tapirape1,No value,No value,No value,,No value,tapirape1No value,,,howlermonkey1
tocantins_asurini1_howlermonkey1_1,tocantins_asurini1,,,<akyký>,,(guariba),tocantins_asurini1{3},,,howlermonkey1
parakana1_howlermonkey1_1,parakana1,,,<akyky>,,(guariba (Bugio)),parakana1{1},,,howlermonkey1
canoeiro1_howlermonkey1_1,canoeiro1,/wajoa/,['wa:ʎʊə],,~['wa:jʊə],(guariba),canoeiro1{1},,,howlermonkey1
tembe1_howlermonkey1_1,tembe1,,,<warĭw>,,(guariba (esp. do macaco)),tembe1{1},,,howlermonkey1
tembe1_howlermonkey1_2,tembe1,,,<wariw>,~<waariw>,(guariba),tembe1{7},,,howlermonkey1
guajajara1_howlermonkey1_1,guajajara1,,,<wariw>,,(guariba),guajajara1{1},,,howlermonkey1
turiwara1_howlermonkey1_1,turiwara1,No value,No value,No value,,No value,turiwara1No value,,,howlermonkey1
anambe1_howlermonkey1_1,anambe1,No value,No value,No value,,No value,anambe1No value,,,howlermonkey1
arawete1_howlermonkey1_1,arawete1,,,<atʃitʃi>,,(macaco guariba),arawete1{1},,,howlermonkey1
xingu_asurini1_howlermonkey1_1,xingu_asurini1,,,<baiža'y>,~<batšai'i>,(guariba),xingu_asurini1{1},,,howlermonkey1
kayabi1_howlermonkey1_1,kayabi1,No value,No value,No value,,No value,kayabi1No value,,,howlermonkey1
apiaka1_howlermonkey1_1,apiaka1,,[akɨ'kɨ],,,(guariba),apiaka1{1},,,howlermonkey1
parintintin1_howlermonkey1_1,parintintin1,,,<jajuhu>,,(macaco guariba grande),parintintin1{1},,,howlermonkey1
parintintin1_howlermonkey1_2,parintintin1,,,<ka'iuhu>,,(macaco guariba ou quatá),parintintin1{1},,,howlermonkey1
kamayura1_howlermonkey1_1,kamayura1,No value,No value,No value,,No value,kamayura1No value,,,howlermonkey1
wayampi1_howlermonkey1_1,wayampi1,/akɨkɨ/,,,,(singe hurleur),wayampi1{1},,,howlermonkey1
teko1_howlermonkey1_1,teko1,/akɨkɨ/,,,,(singe hurleur),teko1{11},,,howlermonkey1
urubu_kaapor1_howlermonkey1_1,urubu_kaapor1,,,<wari>,,(guariba),urubu_kaapor1{6: 17},,,howlermonkey1
guaja1_howlermonkey1_1,guaja1,,,,,(warí),guaja1{2:33},,,howlermonkey1
aweti1_howlermonkey1_1,aweti1,,,<ʼakyky>,,"(guariba, macaco preto)",aweti1{8},,,howlermonkey1
satere_mawe1_howlermonkey1_1,satere_mawe1,,,<awyky>,,(singe guariba),satere_mawe1{2},,,howlermonkey1
satere_mawe1_howlermonkey1_2,satere_mawe1,/awɨkɨ/,,,,(guariba),satere_mawe1{4},,,howlermonkey1
ache1_spidermonkey1_1,ache1,No value,No value,No value,,No value,ache1No value,,,spidermonkey1
paraguayan_guarani1_spidermonkey1_1,paraguayan_guarani1,No value,No value,No value,,No value,paraguayan_guarani1No value,,,spidermonkey1
kaiwa1_spidermonkey1_1,kaiwa1,No value,No value,No value,,No value,kaiwa1No value,,,spidermonkey1
mbya_guarani1_spidermonkey1_1,mbya_guarani1,No value,No value,No value,,No value,mbya_guarani1No value,,,spidermonkey1
chiripa1_spidermonkey1_1,chiripa1,No value,No value,No value,,No value,chiripa1No value,,,spidermonkey1
xeta1_spidermonkey1_1,xeta1,No value,No value,No value,,No value,xeta1No value,,,spidermonkey1
tapiete1_spidermonkey1_1,tapiete1,No value,No value,No value,,No value,tapiete1No value,,,spidermonkey1
eastern_bolivian_guarani1_spidermonkey1_1,eastern_bolivian_guarani1,No value,No value,No value,,No value,eastern_bolivian_guarani1No value,,,spidermonkey1
guarayu1_spidermonkey1_1,guarayu1,No value,No value,No value,,No value,guarayu1No value,,,spidermonkey1
siriono1_spidermonkey1_1,siriono1,,,<eruba2>,,(marimono),siriono1{1},,,spidermonkey1
siriono1_spidermonkey1_2,siriono1,,[eɾúβa],,,(marimono),siriono1{2},,,spidermonkey1
yuqui1_spidermonkey1_1,yuqui1,,,<yurachĩ die>,,(spider monkey (male speech)),yuqui1{2:260},,,spidermonkey1
yuqui1_spidermonkey1_2,yuqui1,,,<iatayã>,,(spider monkey (female speech)),yuqui1{2:153},,,spidermonkey1
jora1_spidermonkey1_1,jora1,,,<kid>,,(Schwarzaffe),jora1{2:151},"NCP: We consider this spider monkey based on the german and french translations, rather than a hyperonym for monkey.",,spidermonkey1
jora1_spidermonkey1_2,jora1,,,<kid>,,(Affe),jora1{2: 154},"NCP: We consider this spider monkey based on the german and french translations, rather than a hyperonym for monkey.",,spidermonkey1
jora1_spidermonkey1_3,jora1,,,<kid>,,(singe atèle),jora1{3: 191},"NCP: We consider this spider monkey based on the german and french translations, rather than a hyperonym for monkey.",,spidermonkey1
warazu1_spidermonkey1_1,warazu1,,,<maʔe-púku>,,(spiker monkey),warazu1{9},,,spidermonkey1
omagua1_spidermonkey1_1,omagua1,/kʷata/,,,,"(spider monkey, Ateles paniscus)",omagua1{1},,,spidermonkey1
cocama_cocamilla1_spidermonkey1_1,cocama_cocamilla1,,,<arawata>,,"(mono grande de brazos largos, su cerda es de color negro y su pecho con una franja blanca, su carne sirve de alimento)",cocama_cocamilla1{7},,,spidermonkey1
tupinamba1_spidermonkey1_1,tupinamba1,No value,No value,No value,,No value,tupinamba1No value,,,spidermonkey1
tapirape1_spidermonkey1_1,tapirape1,No value,No value,No value,,No value,tapirape1No value,,,spidermonkey1
tocantins_asurini1_spidermonkey1_1,tocantins_asurini1,No value,No value,No value,,No value,tocantins_asurini1No value,,,spidermonkey1
parakana1_spidermonkey1_1,parakana1,No value,No value,No value,,No value,parakana1No value,,,spidermonkey1
canoeiro1_spidermonkey1_1,canoeiro1,No value,No value,No value,,No value,canoeiro1No value,,,spidermonkey1
tembe1_spidermonkey1_1,tembe1,,,<zanu>,,(aranha macaco),tembe1{1},,,spidermonkey1
guajajara1_spidermonkey1_1,guajajara1,No value,No value,No value,,No value,guajajara1No value,,,spidermonkey1
turiwara1_spidermonkey1_1,turiwara1,No value,No value,No value,,No value,turiwara1No value,,,spidermonkey1
anambe1_spidermonkey1_1,anambe1,No value,No value,No value,,No value,anambe1No value,,,spidermonkey1
arawete1_spidermonkey1_1,arawete1,No value,No value,No value,,No value,arawete1No value,,,spidermonkey1
xingu_asurini1_spidermonkey1_1,xingu_asurini1,No value,No value,No value,,No value,xingu_asurini1No value,,,spidermonkey1
kayabi1_spidermonkey1_1,kayabi1,No value,No value,No value,,No value,kayabi1No value,,,spidermonkey1
apiaka1_spidermonkey1_1,apiaka1,,[ka'ʔiuɾan],,,(macaco-aranha),apiaka1{1},,,spidermonkey1
parintintin1_spidermonkey1_1,parintintin1,,,<avijouhu>,,(coatá),parintintin1{1},,,spidermonkey1
kamayura1_spidermonkey1_1,kamayura1,No value,No value,No value,,No value,kamayura1No value,,,spidermonkey1
wayampi1_spidermonkey1_1,wayampi1,/kwata/,,,,(singe atèle),wayampi1{1},,,spidermonkey1
teko1_spidermonkey1_1,teko1,,,<kʷata>,,(singe atèle),teko1{1},,,spidermonkey1
urubu_kaapor1_spidermonkey1_1,urubu_kaapor1,No value,No value,No value,,No value,urubu_kaapor1No value,,,spidermonkey1
guaja1_spidermonkey1_1,guaja1,No value,No value,No value,,No value,guaja1No value,,,spidermonkey1
aweti1_spidermonkey1_1,aweti1,No value,No value,No value,,No value,aweti1No value,,,spidermonkey1
satere_mawe1_spidermonkey1_1,satere_mawe1,/koata/,,,,(coata; loan?),satere_mawe1{4},,,spidermonkey1
ache1_sloth1_1,ache1,No value,No value,No value,,No value,ache1No value,,,sloth1
paraguayan_guarani1_sloth1_1,paraguayan_guarani1,No value,No value,No value,,No value,paraguayan_guarani1No value,,,sloth1
kaiwa1_sloth1_1,kaiwa1,No value,No value,No value,,No value,kaiwa1No value,,,sloth1
mbya_guarani1_sloth1_1,mbya_guarani1,No value,No value,No value,,No value,mbya_guarani1No value,,,sloth1
chiripa1_sloth1_1,chiripa1,No value,No value,No value,,No value,chiripa1No value,,,sloth1
xeta1_sloth1_1,xeta1,No value,No value,No value,,No value,xeta1No value,,,sloth1
tapiete1_sloth1_1,tapiete1,No value,No value,No value,,No value,tapiete1No value,,,sloth1
eastern_bolivian_guarani1_sloth1_1,eastern_bolivian_guarani1,No value,No value,No value,,No value,eastern_bolivian_guarani1No value,,,sloth1
guarayu1_sloth1_1,guarayu1,/'aʔɨ/,,,,(perezoso),guarayu1{1},,,sloth1
siriono1_sloth1_1,siriono1,,,<ai>,,(perico),siriono1{1},,,sloth1
siriono1_sloth1_2,siriono1,,[ai̯],,,(perezoso),siriono1{2},,,sloth1
yuqui1_sloth1_1,yuqui1,,,<ai>,,(sloth),yuqui1{2},,,sloth1
jora1_sloth1_1,jora1,No value,No value,No value,,No value,jora1No value,,,sloth1
warazu1_sloth1_1,warazu1,,,<kaʔɨ-maʔe-póihu>,,,warazu1{9},,,sloth1
omagua1_sloth1_1,omagua1,/aɨ/,,,,"(sloth, Bradypus variegatus, Choloepus spp.)",omagua1{1},,,sloth1
cocama_cocamilla1_sloth1_1,cocama_cocamilla1,,,<aɨ>,,(pelejo),cocama_cocamilla1{7},,,sloth1
tupinamba1_sloth1_1,tupinamba1,,,<ay>,,(bicho-preguiça),tupinamba1{2},,,sloth1
tapirape1_sloth1_1,tapirape1,,,<eewa>,,(preguiça),tapirape1{2},,,sloth1
tocantins_asurini1_sloth1_1,tocantins_asurini1,,,<arekasó>,,,tocantins_asurini1{3},,,sloth1
parakana1_sloth1_1,parakana1,No value,No value,No value,,No value,parakana1No value,,,sloth1
canoeiro1_sloth1_1,canoeiro1,No value,No value,No value,,No value,canoeiro1No value,,,sloth1
tembe1_sloth1_1,tembe1,,,<a'i2>,,(preguiça),tembe1{1},,,sloth1
tembe1_sloth1_2,tembe1,,,<(')a'y>,,,tembe1{7},,,sloth1
guajajara1_sloth1_1,guajajara1,,,<a'y>,,(bicho preguiça),guajajara1{1},,,sloth1
turiwara1_sloth1_1,turiwara1,No value,No value,No value,,No value,turiwara1No value,,,sloth1
anambe1_sloth1_1,anambe1,No value,No value,No value,,No value,anambe1No value,,,sloth1
arawete1_sloth1_1,arawete1,/aʔi/,[a'ʔi],,,(bicho preguiça),arawete1{1},,,sloth1
xingu_asurini1_sloth1_1,xingu_asurini1,,[a'ʔɨ],,,(preguiça),xingu_asurini1{2},,,sloth1
kayabi1_sloth1_1,kayabi1,,,<a'y>,,(preguiça),kayabi1{2},,,sloth1
apiaka1_sloth1_1,apiaka1,No value,No value,No value,,No value,apiaka1No value,,,sloth1
parintintin1_sloth1_1,parintintin1,No value,No value,No value,,No value,parintintin1No value,,,sloth1
kamayura1_sloth1_1,kamayura1,No value,No value,No value,,No value,kamayura1No value,,,sloth1
wayampi1_sloth1_1,wayampi1,/aʔɨ/,,,,(Choloepus didactylus),wayampi1{1},,,sloth1
wayampi1_sloth1_2,wayampi1,/aʔɨkay/,,,,(Bradypus tridactylus) (etymology according to the source sloth+burn),wayampi1{1},,,sloth1
